,drug1,drug2,cell,synergy,fold,SynClass
14350,MK-4827,DASATINIB,VCAP,29.84276493,2,1
14351,MK-4827,DASATINIB,ZR751,27.37080776,2,1
14352,MK-4827,DINACICLIB,A2058,-3.324391676,0,0
14354,MK-4827,DINACICLIB,A375,-12.75710589,0,0
14355,MK-4827,DINACICLIB,A427,-5.512367032,0,0
14356,MK-4827,DINACICLIB,CAOV3,-6.287873725,0,0
14357,MK-4827,DINACICLIB,COLO320DM,-15.08825334,0,0
14358,MK-4827,DINACICLIB,DLD1,-9.242275932,0,0
14359,MK-4827,DINACICLIB,EFM192B,-13.26642816,0,0
14360,MK-4827,DINACICLIB,ES2,-18.76921564,0,0
14361,MK-4827,DINACICLIB,HCT116,-8.47155097,0,0
14362,MK-4827,DINACICLIB,HT144,-6.752588361,0,0
14363,MK-4827,DINACICLIB,HT29,-5.784939593,0,0
14365,MK-4827,DINACICLIB,LNCAP,-1.870128722,0,0
14366,MK-4827,DINACICLIB,LOVO,-12.53597676,0,0
14368,MK-4827,DINACICLIB,MSTO,-2.555738146,0,0
14370,MK-4827,DINACICLIB,NCIH2122,10.50221996,0,1
14371,MK-4827,DINACICLIB,NCIH23,-12.95214228,0,0
14372,MK-4827,DINACICLIB,NCIH460,10.68143595,0,1
14373,MK-4827,DINACICLIB,NCIH520,-11.57183416,0,0
14374,MK-4827,DINACICLIB,OCUBM,-0.463980033,0,0
14375,MK-4827,DINACICLIB,OV90,-19.65876003,0,0
14376,MK-4827,DINACICLIB,OVCAR3,10.92437668,0,1
14377,MK-4827,DINACICLIB,PA1,-7.550272929,0,0
14379,MK-4827,DINACICLIB,RPMI7951,-1.430816669,0,0
14380,MK-4827,DINACICLIB,SKMEL30,-6.960430131,0,0
14383,MK-4827,DINACICLIB,SW620,-6.138001231,0,0
14384,MK-4827,DINACICLIB,SW837,-18.83432402,0,0
14385,MK-4827,DINACICLIB,T47D,-28.79779446,0,0
14386,MK-4827,DINACICLIB,UACC62,-0.104040789,0,0
14387,MK-4827,DINACICLIB,UWB1289,-9.257661335,0,0
14388,MK-4827,DINACICLIB,UWB1289BRCA1,-2.3584204,0,0
14391,MK-4827,ERLOTINIB,A2058,13.73987912,4,1
14393,MK-4827,ERLOTINIB,A375,11.32034191,4,1
14394,MK-4827,ERLOTINIB,A427,-8.675867311,4,0
14397,MK-4827,ERLOTINIB,DLD1,-5.543391547,4,0
14399,MK-4827,ERLOTINIB,ES2,-8.09037242,4,0
14402,MK-4827,ERLOTINIB,HT29,16.45358357,4,1
14403,MK-4827,ERLOTINIB,KPL1,23.50045577,4,1
14404,MK-4827,ERLOTINIB,LNCAP,-15.22697238,4,0
14405,MK-4827,ERLOTINIB,LOVO,16.4102642,4,1
14406,MK-4827,ERLOTINIB,MDAMB436,12.57877361,4,1
14407,MK-4827,ERLOTINIB,MSTO,33.17163046,4,1
14409,MK-4827,ERLOTINIB,NCIH2122,20.40126925,4,1
14410,MK-4827,ERLOTINIB,NCIH23,-6.630228417,4,0
14413,MK-4827,ERLOTINIB,OCUBM,36.37939891,4,1
14414,MK-4827,ERLOTINIB,OV90,-10.55693101,4,0
14415,MK-4827,ERLOTINIB,OVCAR3,20.99783021,4,1
14418,MK-4827,ERLOTINIB,RPMI7951,-2.448619482,4,0
14419,MK-4827,ERLOTINIB,SKMEL30,-3.590055117,4,0
14420,MK-4827,ERLOTINIB,SKMES1,10.00666735,4,1
14423,MK-4827,ERLOTINIB,SW837,25.48342696,4,1
14426,MK-4827,ERLOTINIB,UWB1289,19.76471495,4,1
14427,MK-4827,ERLOTINIB,UWB1289BRCA1,22.83359428,4,1
14428,MK-4827,ERLOTINIB,VCAP,19.30350683,4,1
14429,MK-4827,ERLOTINIB,ZR751,26.61921541,4,1
14430,MK-4827,GELDANAMYCIN,A2058,33.02572565,3,1
14432,MK-4827,GELDANAMYCIN,A375,-23.72864256,3,0
14434,MK-4827,GELDANAMYCIN,CAOV3,-11.24477168,3,0
14435,MK-4827,GELDANAMYCIN,COLO320DM,14.9842595,3,1
14438,MK-4827,GELDANAMYCIN,ES2,-1.21475759,3,0
14440,MK-4827,GELDANAMYCIN,HT144,-192.3795413,3,0
14441,MK-4827,GELDANAMYCIN,HT29,-1.834416092,3,0
14443,MK-4827,GELDANAMYCIN,LNCAP,-146.8610115,3,0
14444,MK-4827,GELDANAMYCIN,LOVO,-17.26781172,3,0
14445,MK-4827,GELDANAMYCIN,MDAMB436,16.69998153,3,1
14446,MK-4827,GELDANAMYCIN,MSTO,-9.004330625,3,0
14449,MK-4827,GELDANAMYCIN,NCIH23,-14.19073386,3,0
14452,MK-4827,GELDANAMYCIN,OCUBM,24.52754237,3,1
14453,MK-4827,GELDANAMYCIN,OV90,-6.191225867,3,0
14454,MK-4827,GELDANAMYCIN,OVCAR3,57.85094584,3,1
14456,MK-4827,GELDANAMYCIN,RKO,-2.771483432,3,0
14457,MK-4827,GELDANAMYCIN,RPMI7951,-2.867792917,3,0
14460,MK-4827,GELDANAMYCIN,SKOV3,-6.642267796,3,0
14462,MK-4827,GELDANAMYCIN,SW837,-159.2956556,3,0
14463,MK-4827,GELDANAMYCIN,T47D,-21.71288315,3,0
14464,MK-4827,GELDANAMYCIN,UACC62,-15.75738636,3,0
14467,MK-4827,GELDANAMYCIN,VCAP,17.31681488,3,1
14468,MK-4827,GELDANAMYCIN,ZR751,-11.93602233,3,0
14469,MK-4827,MK-2206,A2058,49.61826057,1,1
14470,MK-4827,MK-2206,A2780,29.63735753,1,1
14471,MK-4827,MK-2206,A375,24.40509687,1,1
14472,MK-4827,MK-2206,A427,27.48962474,1,1
14473,MK-4827,MK-2206,CAOV3,19.35802614,1,1
14474,MK-4827,MK-2206,COLO320DM,20.03478038,1,1
14476,MK-4827,MK-2206,EFM192B,10.12474232,1,1
14477,MK-4827,MK-2206,ES2,-0.143089336,1,0
14478,MK-4827,MK-2206,HCT116,11.18316282,1,1
14479,MK-4827,MK-2206,HT144,10.0544587,1,1
14480,MK-4827,MK-2206,HT29,24.44986167,1,1
14481,MK-4827,MK-2206,KPL1,45.91860721,1,1
14482,MK-4827,MK-2206,LNCAP,-1.151403425,1,0
14483,MK-4827,MK-2206,LOVO,12.72684049,1,1
14484,MK-4827,MK-2206,MDAMB436,16.56376489,1,1
14485,MK-4827,MK-2206,MSTO,13.15257437,1,1
14486,MK-4827,MK-2206,NCIH1650,14.45407727,1,1
14487,MK-4827,MK-2206,NCIH2122,58.42670092,1,1
14488,MK-4827,MK-2206,NCIH23,15.76993022,1,1
14489,MK-4827,MK-2206,NCIH460,34.08631299,1,1
14490,MK-4827,MK-2206,NCIH520,19.84779993,1,1
14491,MK-4827,MK-2206,OCUBM,34.60286701,1,1
14492,MK-4827,MK-2206,OV90,10.05560191,1,1
14493,MK-4827,MK-2206,OVCAR3,11.19326634,1,1
14494,MK-4827,MK-2206,PA1,70.6119109,1,1
14495,MK-4827,MK-2206,RKO,69.39351261,1,1
14496,MK-4827,MK-2206,RPMI7951,15.70141864,1,1
14498,MK-4827,MK-2206,SKMES1,28.64125665,1,1
14499,MK-4827,MK-2206,SKOV3,16.37355483,1,1
14500,MK-4827,MK-2206,SW620,36.54412001,1,1
14501,MK-4827,MK-2206,SW837,33.26789276,1,1
14502,MK-4827,MK-2206,T47D,11.82662295,1,1
14503,MK-4827,MK-2206,UACC62,11.15283864,1,1
14504,MK-4827,MK-2206,UWB1289,26.79585518,1,1
14506,MK-4827,MK-2206,VCAP,23.96500405,1,1
14507,MK-4827,MK-2206,ZR751,22.46510209,1,1
14508,MK-4827,MK-8669,A2058,10.34107555,2,1
14509,MK-4827,MK-8669,A2780,21.78450235,2,1
14510,MK-4827,MK-8669,A375,43.98027013,2,1
14511,MK-4827,MK-8669,A427,33.2012221,2,1
14512,MK-4827,MK-8669,CAOV3,-3.446107071,2,0
14513,MK-4827,MK-8669,COLO320DM,17.21870612,2,1
14515,MK-4827,MK-8669,EFM192B,57.06478373,2,1
14518,MK-4827,MK-8669,HT144,10.6476493,2,1
14519,MK-4827,MK-8669,HT29,31.83647965,2,1
14520,MK-4827,MK-8669,KPL1,34.34160551,2,1
14522,MK-4827,MK-8669,LOVO,22.08557507,2,1
14523,MK-4827,MK-8669,MDAMB436,19.77089859,2,1
14524,MK-4827,MK-8669,MSTO,-6.994062215,2,0
14525,MK-4827,MK-8669,NCIH1650,22.68902782,2,1
14526,MK-4827,MK-8669,NCIH2122,28.82946825,2,1
14527,MK-4827,MK-8669,NCIH23,18.76364586,2,1
14528,MK-4827,MK-8669,NCIH460,10.82607054,2,1
14530,MK-4827,MK-8669,OCUBM,32.87484824,2,1
14531,MK-4827,MK-8669,OV90,14.04001813,2,1
14532,MK-4827,MK-8669,OVCAR3,47.26739906,2,1
14533,MK-4827,MK-8669,PA1,18.10287313,2,1
14534,MK-4827,MK-8669,RKO,33.37876583,2,1
14535,MK-4827,MK-8669,RPMI7951,19.85655463,2,1
14536,MK-4827,MK-8669,SKMEL30,23.87634707,2,1
14537,MK-4827,MK-8669,SKMES1,20.55776165,2,1
14538,MK-4827,MK-8669,SKOV3,22.84941187,2,1
14539,MK-4827,MK-8669,SW620,24.03651114,2,1
14540,MK-4827,MK-8669,SW837,17.1475873,2,1
14541,MK-4827,MK-8669,T47D,34.45598785,2,1
14542,MK-4827,MK-8669,UACC62,10.85461955,2,1
14543,MK-4827,MK-8669,UWB1289,27.95795792,2,1
14544,MK-4827,MK-8669,UWB1289BRCA1,-11.84156204,2,0
14545,MK-4827,MK-8669,VCAP,34.69813515,2,1
14546,MK-4827,MK-8669,ZR751,25.74404286,2,1
14547,MK-4827,MK-8776,A2058,59.71957345,1,1
14548,MK-4827,MK-8776,A2780,21.63069464,1,1
14549,MK-4827,MK-8776,A375,33.35963122,1,1
14550,MK-4827,MK-8776,A427,-4.503186209,1,0
14551,MK-4827,MK-8776,CAOV3,27.147932,1,1
14554,MK-4827,MK-8776,EFM192B,-4.385680687,1,0
14555,MK-4827,MK-8776,ES2,-36.85975688,1,0
14556,MK-4827,MK-8776,HCT116,17.126486,1,1
14557,MK-4827,MK-8776,HT144,21.76635089,1,1
14559,MK-4827,MK-8776,KPL1,10.06632802,1,1
14560,MK-4827,MK-8776,LNCAP,-12.09874647,1,0
14561,MK-4827,MK-8776,LOVO,-10.47546151,1,0
14562,MK-4827,MK-8776,MDAMB436,25.65777401,1,1
14563,MK-4827,MK-8776,MSTO,11.08032153,1,1
14564,MK-4827,MK-8776,NCIH1650,-7.483973825,1,0
14565,MK-4827,MK-8776,NCIH2122,-13.43811325,1,0
14566,MK-4827,MK-8776,NCIH23,-4.724629617,1,0
14567,MK-4827,MK-8776,NCIH460,18.92645726,1,1
14568,MK-4827,MK-8776,NCIH520,16.96755402,1,1
14569,MK-4827,MK-8776,OCUBM,58.41661815,1,1
14571,MK-4827,MK-8776,OVCAR3,61.02779635,1,1
14572,MK-4827,MK-8776,PA1,11.26556311,1,1
14573,MK-4827,MK-8776,RKO,11.45700272,1,1
14574,MK-4827,MK-8776,RPMI7951,-6.406523712,1,0
14575,MK-4827,MK-8776,SKMEL30,23.4368935,1,1
14576,MK-4827,MK-8776,SKMES1,-1.742250597,1,0
14579,MK-4827,MK-8776,SW837,-11.45302592,1,0
14580,MK-4827,MK-8776,T47D,-14.81381286,1,0
14582,MK-4827,MK-8776,UWB1289,-14.42853377,1,0
14583,MK-4827,MK-8776,UWB1289BRCA1,-30.14515,1,0
14584,MK-4827,MK-8776,VCAP,18.58371939,1,1
14586,MK-4827,OXALIPLATIN,A2058,17.49939545,0,1
14588,MK-4827,OXALIPLATIN,A375,-13.12403416,0,0
14589,MK-4827,OXALIPLATIN,A427,-12.08454218,0,0
14590,MK-4827,OXALIPLATIN,CAOV3,-10.69339306,0,0
14591,MK-4827,OXALIPLATIN,COLO320DM,11.14690902,0,1
14592,MK-4827,OXALIPLATIN,DLD1,-9.479845917,0,0
14593,MK-4827,OXALIPLATIN,EFM192B,-0.953767123,0,0
14594,MK-4827,OXALIPLATIN,ES2,-11.94318529,0,0
14595,MK-4827,OXALIPLATIN,HCT116,13.20611377,0,1
14596,MK-4827,OXALIPLATIN,HT144,-12.90403791,0,0
14597,MK-4827,OXALIPLATIN,HT29,-2.333874771,0,0
14598,MK-4827,OXALIPLATIN,KPL1,-1.074116006,0,0
14600,MK-4827,OXALIPLATIN,LOVO,-17.71637215,0,0
14601,MK-4827,OXALIPLATIN,MDAMB436,-7.027663041,0,0
14602,MK-4827,OXALIPLATIN,MSTO,-4.0413467,0,0
14603,MK-4827,OXALIPLATIN,NCIH1650,-6.860174398,0,0
14605,MK-4827,OXALIPLATIN,NCIH23,-15.55740914,0,0
14606,MK-4827,OXALIPLATIN,NCIH460,-14.30528425,0,0
14608,MK-4827,OXALIPLATIN,OCUBM,19.11749746,0,1
14609,MK-4827,OXALIPLATIN,OV90,-24.31968963,0,0
14611,MK-4827,OXALIPLATIN,PA1,-15.34818908,0,0
14612,MK-4827,OXALIPLATIN,RKO,-6.000053455,0,0
14613,MK-4827,OXALIPLATIN,RPMI7951,-26.16793285,0,0
14615,MK-4827,OXALIPLATIN,SKMES1,-5.896323264,0,0
14617,MK-4827,OXALIPLATIN,SW620,13.40016765,0,1
14618,MK-4827,OXALIPLATIN,SW837,-1.208760378,0,0
14619,MK-4827,OXALIPLATIN,T47D,-8.252042083,0,0
14620,MK-4827,OXALIPLATIN,UACC62,-22.61040291,0,0
14624,MK-4827,OXALIPLATIN,ZR751,-6.541435796,0,0
14626,MK-4827,PD325901,A2780,34.58357927,3,1
14627,MK-4827,PD325901,A375,-0.773642645,3,0
14628,MK-4827,PD325901,A427,-10.84520718,3,0
14629,MK-4827,PD325901,CAOV3,11.63191194,3,1
14633,MK-4827,PD325901,ES2,-2.109087215,3,0
14636,MK-4827,PD325901,HT29,-2.484578446,3,0
14637,MK-4827,PD325901,KPL1,-2.592169102,3,0
14638,MK-4827,PD325901,LNCAP,-17.88288846,3,0
14639,MK-4827,PD325901,LOVO,-2.84261468,3,0
14640,MK-4827,PD325901,MDAMB436,21.41106634,3,1
14642,MK-4827,PD325901,NCIH1650,-10.39191062,3,0
14643,MK-4827,PD325901,NCIH2122,14.05623228,3,1
14644,MK-4827,PD325901,NCIH23,-2.839496171,3,0
14645,MK-4827,PD325901,NCIH460,15.39370252,3,1
14646,MK-4827,PD325901,NCIH520,-8.92664399,3,0
14647,MK-4827,PD325901,OCUBM,26.95773182,3,1
14648,MK-4827,PD325901,OV90,-9.756052268,3,0
14649,MK-4827,PD325901,OVCAR3,39.79809095,3,1
14651,MK-4827,PD325901,RKO,13.7607102,3,1
14652,MK-4827,PD325901,RPMI7951,-3.086341349,3,0
14653,MK-4827,PD325901,SKMEL30,-3.423256687,3,0
14654,MK-4827,PD325901,SKMES1,-18.76747563,3,0
14655,MK-4827,PD325901,SKOV3,-0.068983146,3,0
14658,MK-4827,PD325901,T47D,-8.539766165,3,0
14659,MK-4827,PD325901,UACC62,-14.9478733,3,0
14660,MK-4827,PD325901,UWB1289,25.9373567,3,1
14661,MK-4827,PD325901,UWB1289BRCA1,20.56925364,3,1
14662,MK-4827,PD325901,VCAP,23.94091103,3,1
14663,MK-4827,PD325901,ZR751,13.93166843,3,1
14664,MK-4827,SN-38,A2058,20.63773683,2,1
14665,MK-4827,SN-38,A2780,31.23605097,2,1
14666,MK-4827,SN-38,A375,35.20710076,2,1
14667,MK-4827,SN-38,A427,15.55628261,2,1
14668,MK-4827,SN-38,CAOV3,31.02639735,2,1
14669,MK-4827,SN-38,COLO320DM,12.6229669,2,1
14671,MK-4827,SN-38,EFM192B,23.98099537,2,1
14672,MK-4827,SN-38,ES2,22.55915822,2,1
14673,MK-4827,SN-38,HCT116,30.37177161,2,1
14674,MK-4827,SN-38,HT144,15.62909189,2,1
14676,MK-4827,SN-38,KPL1,10.29121927,2,1
14678,MK-4827,SN-38,LOVO,-0.573360387,2,0
14679,MK-4827,SN-38,MDAMB436,20.44834523,2,1
14680,MK-4827,SN-38,MSTO,41.07253268,2,1
14683,MK-4827,SN-38,NCIH23,17.08621801,2,1
14684,MK-4827,SN-38,NCIH460,28.45804204,2,1
14685,MK-4827,SN-38,NCIH520,19.47751727,2,1
14686,MK-4827,SN-38,OCUBM,44.14619294,2,1
14687,MK-4827,SN-38,OV90,14.1924417,2,1
14688,MK-4827,SN-38,OVCAR3,12.40523666,2,1
14689,MK-4827,SN-38,PA1,24.18256767,2,1
14690,MK-4827,SN-38,RKO,35.86583895,2,1
14691,MK-4827,SN-38,RPMI7951,32.00144019,2,1
14692,MK-4827,SN-38,SKMEL30,24.89226833,2,1
14693,MK-4827,SN-38,SKMES1,32.24493211,2,1
14694,MK-4827,SN-38,SKOV3,33.695974,2,1
14695,MK-4827,SN-38,SW620,22.29256226,2,1
14697,MK-4827,SN-38,T47D,20.50477411,2,1
14698,MK-4827,SN-38,UACC62,35.62825131,2,1
14699,MK-4827,SN-38,UWB1289,15.52625458,2,1
14700,MK-4827,SN-38,UWB1289BRCA1,31.64708677,2,1
14701,MK-4827,SN-38,VCAP,38.2374649,2,1
14702,MK-4827,SN-38,ZR751,27.02525838,2,1
14703,MK-4827,SORAFENIB,A2058,-11.72755988,3,0
14707,MK-4827,SORAFENIB,CAOV3,-16.76167867,3,0
14709,MK-4827,SORAFENIB,DLD1,12.21700685,3,1
14711,MK-4827,SORAFENIB,ES2,-6.816569908,3,0
14716,MK-4827,SORAFENIB,LNCAP,-10.90478102,3,0
14717,MK-4827,SORAFENIB,LOVO,-5.59961435,3,0
14718,MK-4827,SORAFENIB,MDAMB436,-3.019767541,3,0
14719,MK-4827,SORAFENIB,MSTO,-8.594945461,3,0
14720,MK-4827,SORAFENIB,NCIH1650,-0.353930508,3,0
14723,MK-4827,SORAFENIB,NCIH460,11.00236445,3,1
14726,MK-4827,SORAFENIB,OV90,-1.479686951,3,0
14727,MK-4827,SORAFENIB,OVCAR3,-4.351257453,3,0
14730,MK-4827,SORAFENIB,RPMI7951,-3.266563763,3,0
14732,MK-4827,SORAFENIB,SKMES1,13.18316939,3,1
14733,MK-4827,SORAFENIB,SKOV3,19.10402368,3,1
14736,MK-4827,SORAFENIB,T47D,-3.143078231,3,0
14740,MK-4827,SORAFENIB,VCAP,-7.865619709,3,0
14741,MK-4827,SORAFENIB,ZR751,-20.49732089,3,0
14742,MK-4827,TOPOTECAN,A2058,-1.563094982,4,0
14747,MK-4827,TOPOTECAN,COLO320DM,11.01523671,4,1
14749,MK-4827,TOPOTECAN,EFM192B,32.71577214,4,1
14750,MK-4827,TOPOTECAN,ES2,-1.382432755,4,0
14751,MK-4827,TOPOTECAN,HCT116,30.38325699,4,1
14755,MK-4827,TOPOTECAN,LNCAP,13.59245695,4,1
14756,MK-4827,TOPOTECAN,LOVO,12.0406261,4,1
14757,MK-4827,TOPOTECAN,MDAMB436,10.18237702,4,1
14758,MK-4827,TOPOTECAN,MSTO,32.98579469,4,1
14759,MK-4827,TOPOTECAN,NCIH1650,32.85264182,4,1
14760,MK-4827,TOPOTECAN,NCIH2122,14.35041287,4,1
14762,MK-4827,TOPOTECAN,NCIH460,12.23698438,4,1
14763,MK-4827,TOPOTECAN,NCIH520,15.00545878,4,1
14764,MK-4827,TOPOTECAN,OCUBM,-16.15766336,4,0
14766,MK-4827,TOPOTECAN,OVCAR3,-21.4269635,4,0
14767,MK-4827,TOPOTECAN,PA1,-6.514869483,4,0
14768,MK-4827,TOPOTECAN,RKO,30.62674777,4,1
14769,MK-4827,TOPOTECAN,RPMI7951,10.7012587,4,1
14770,MK-4827,TOPOTECAN,SKMEL30,16.88422277,4,1
14771,MK-4827,TOPOTECAN,SKMES1,50.41670258,4,1
14772,MK-4827,TOPOTECAN,SKOV3,33.75560629,4,1
14773,MK-4827,TOPOTECAN,SW620,11.17490994,4,1
14774,MK-4827,TOPOTECAN,SW837,-8.234301821,4,0
14775,MK-4827,TOPOTECAN,T47D,-15.72579511,4,0
14778,MK-4827,TOPOTECAN,UWB1289BRCA1,24.41855373,4,1
14779,MK-4827,TOPOTECAN,VCAP,36.83249416,4,1
14780,MK-4827,TOPOTECAN,ZR751,10.98011533,4,1
14781,MK-5108,ABT-888,A2058,14.4110973,1,1
14783,MK-5108,ABT-888,A375,15.57852642,1,1
14785,MK-5108,ABT-888,CAOV3,15.63341893,1,1
14786,MK-5108,ABT-888,COLO320DM,-15.21999459,1,0
14788,MK-5108,ABT-888,EFM192B,24.50429351,1,1
14789,MK-5108,ABT-888,ES2,10.48745118,1,1
14790,MK-5108,ABT-888,HCT116,12.86233035,1,1
14791,MK-5108,ABT-888,HT144,17.23498878,1,1
14794,MK-5108,ABT-888,LNCAP,-51.68081715,1,0
14797,MK-5108,ABT-888,MSTO,-1.685461731,1,0
14798,MK-5108,ABT-888,NCIH1650,-0.765299105,1,0
14799,MK-5108,ABT-888,NCIH2122,16.10793959,1,1
14802,MK-5108,ABT-888,NCIH520,-4.414656847,1,0
14803,MK-5108,ABT-888,OCUBM,21.15553929,1,1
14805,MK-5108,ABT-888,OVCAR3,14.67921214,1,1
14807,MK-5108,ABT-888,RKO,32.22192775,1,1
14809,MK-5108,ABT-888,SKMEL30,16.77112603,1,1
14811,MK-5108,ABT-888,SKOV3,18.74039675,1,1
14813,MK-5108,ABT-888,SW837,-5.537768543,1,0
14815,MK-5108,ABT-888,UACC62,21.40714705,1,1
14819,MK-5108,ABT-888,ZR751,-13.82285845,1,0
14820,MK-5108,BEZ-235,A2058,10.97716092,1,1
14821,MK-5108,BEZ-235,A2780,18.90025121,1,1
14822,MK-5108,BEZ-235,A375,18.41780526,1,1
14823,MK-5108,BEZ-235,A427,11.96940502,1,1
14824,MK-5108,BEZ-235,CAOV3,14.61290092,1,1
14825,MK-5108,BEZ-235,COLO320DM,-73.16320052,1,0
14826,MK-5108,BEZ-235,DLD1,14.83916775,1,1
14827,MK-5108,BEZ-235,EFM192B,19.16193969,1,1
14828,MK-5108,BEZ-235,ES2,14.95081332,1,1
14829,MK-5108,BEZ-235,HCT116,29.70547002,1,1
14831,MK-5108,BEZ-235,HT29,25.98375503,1,1
14832,MK-5108,BEZ-235,KPL1,23.39201274,1,1
14833,MK-5108,BEZ-235,LNCAP,-60.32380102,1,0
14834,MK-5108,BEZ-235,LOVO,22.5055494,1,1
14835,MK-5108,BEZ-235,MDAMB436,24.63031407,1,1
14836,MK-5108,BEZ-235,MSTO,11.76066653,1,1
14837,MK-5108,BEZ-235,NCIH1650,10.35228,1,1
14838,MK-5108,BEZ-235,NCIH2122,-6.612149976,1,0
14841,MK-5108,BEZ-235,NCIH520,17.20489325,1,1
14843,MK-5108,BEZ-235,OV90,16.56297535,1,1
14844,MK-5108,BEZ-235,OVCAR3,15.18440495,1,1
14845,MK-5108,BEZ-235,PA1,20.52307566,1,1
14846,MK-5108,BEZ-235,RKO,12.23867613,1,1
14848,MK-5108,BEZ-235,SKMEL30,27.04581675,1,1
14849,MK-5108,BEZ-235,SKMES1,11.14304619,1,1
14850,MK-5108,BEZ-235,SKOV3,15.09007923,1,1
14851,MK-5108,BEZ-235,SW620,15.43766083,1,1
14852,MK-5108,BEZ-235,SW837,28.49512573,1,1
14853,MK-5108,BEZ-235,T47D,114.567378,1,1
14854,MK-5108,BEZ-235,UACC62,21.26410648,1,1
14855,MK-5108,BEZ-235,UWB1289,19.06881675,1,1
14856,MK-5108,BEZ-235,UWB1289BRCA1,25.3379816,1,1
14857,MK-5108,BEZ-235,VCAP,12.36712864,1,1
14858,MK-5108,BEZ-235,ZR751,15.76353317,1,1
14859,MK-5108,BORTEZOMIB,A2058,-4.628485846,2,0
14860,MK-5108,BORTEZOMIB,A2780,-12.50471573,2,0
14862,MK-5108,BORTEZOMIB,A427,-9.36394819,2,0
14863,MK-5108,BORTEZOMIB,CAOV3,-22.20998765,2,0
14864,MK-5108,BORTEZOMIB,COLO320DM,-104.1310132,2,0
14866,MK-5108,BORTEZOMIB,EFM192B,-15.12835407,2,0
14867,MK-5108,BORTEZOMIB,ES2,-9.932575169,2,0
14868,MK-5108,BORTEZOMIB,HCT116,-2.635067487,2,0
14869,MK-5108,BORTEZOMIB,HT144,-18.6569206,2,0
14870,MK-5108,BORTEZOMIB,HT29,-11.64902318,2,0
14871,MK-5108,BORTEZOMIB,KPL1,-8.081944176,2,0
14872,MK-5108,BORTEZOMIB,LNCAP,-169.1358709,2,0
14873,MK-5108,BORTEZOMIB,LOVO,-5.124067005,2,0
14874,MK-5108,BORTEZOMIB,MDAMB436,-5.763824323,2,0
14875,MK-5108,BORTEZOMIB,MSTO,64.70115627,2,1
14876,MK-5108,BORTEZOMIB,NCIH1650,-16.54932006,2,0
14877,MK-5108,BORTEZOMIB,NCIH2122,-27.80835809,2,0
14878,MK-5108,BORTEZOMIB,NCIH23,-0.352533679,2,0
14879,MK-5108,BORTEZOMIB,NCIH460,-29.3281424,2,0
14880,MK-5108,BORTEZOMIB,NCIH520,-28.45266802,2,0
14881,MK-5108,BORTEZOMIB,OCUBM,-10.57406826,2,0
14882,MK-5108,BORTEZOMIB,OV90,-7.544090699,2,0
14883,MK-5108,BORTEZOMIB,OVCAR3,-16.12694769,2,0
14884,MK-5108,BORTEZOMIB,PA1,-11.06747412,2,0
14885,MK-5108,BORTEZOMIB,RKO,12.82259849,2,1
14886,MK-5108,BORTEZOMIB,RPMI7951,-8.217925235,2,0
14888,MK-5108,BORTEZOMIB,SKMES1,-21.71603783,2,0
14889,MK-5108,BORTEZOMIB,SKOV3,16.55848987,2,1
14890,MK-5108,BORTEZOMIB,SW620,-4.847395221,2,0
14891,MK-5108,BORTEZOMIB,SW837,-0.608326088,2,0
14892,MK-5108,BORTEZOMIB,T47D,-8.625776934,2,0
14893,MK-5108,BORTEZOMIB,UACC62,-16.92233875,2,0
14894,MK-5108,BORTEZOMIB,UWB1289,-20.50429329,2,0
14895,MK-5108,BORTEZOMIB,UWB1289BRCA1,-4.485783245,2,0
14896,MK-5108,BORTEZOMIB,VCAP,-12.77397782,2,0
14897,MK-5108,BORTEZOMIB,ZR751,-28.80172155,2,0
14898,MK-5108,DASATINIB,A2058,31.7288986,1,1
14899,MK-5108,DASATINIB,A2780,62.05053129,1,1
14900,MK-5108,DASATINIB,A375,17.93243389,1,1
14901,MK-5108,DASATINIB,A427,43.50856947,1,1
14904,MK-5108,DASATINIB,DLD1,10.50704957,1,1
14905,MK-5108,DASATINIB,EFM192B,33.39502363,1,1
14906,MK-5108,DASATINIB,ES2,-0.958708067,1,0
14907,MK-5108,DASATINIB,HCT116,20.97294145,1,1
14908,MK-5108,DASATINIB,HT144,-34.64473664,1,0
14909,MK-5108,DASATINIB,HT29,23.68657819,1,1
14910,MK-5108,DASATINIB,KPL1,19.2977096,1,1
14912,MK-5108,DASATINIB,LOVO,42.36548126,1,1
14913,MK-5108,DASATINIB,MDAMB436,16.87162156,1,1
14914,MK-5108,DASATINIB,MSTO,90.51750612,1,1
14915,MK-5108,DASATINIB,NCIH1650,30.63154386,1,1
14916,MK-5108,DASATINIB,NCIH2122,-63.79162144,1,0
14917,MK-5108,DASATINIB,NCIH23,16.11154326,1,1
14919,MK-5108,DASATINIB,NCIH520,40.76851974,1,1
14922,MK-5108,DASATINIB,OVCAR3,55.8942825,1,1
14923,MK-5108,DASATINIB,PA1,46.31769395,1,1
14924,MK-5108,DASATINIB,RKO,17.47202594,1,1
14925,MK-5108,DASATINIB,RPMI7951,13.29138882,1,1
14926,MK-5108,DASATINIB,SKMEL30,-12.24510781,1,0
14928,MK-5108,DASATINIB,SKOV3,14.21412618,1,1
14929,MK-5108,DASATINIB,SW620,24.55421762,1,1
14930,MK-5108,DASATINIB,SW837,18.50086523,1,1
