,drug1,drug2,cell,score,label,SynClass
7342,MK-4541,PD325901,KPL1,23.47518442,1,1
7343,MK-4541,PD325901,LNCAP,49.12093858,1,1
7346,MK-4541,PD325901,MSTO,-18.22695392,0,0
7348,MK-4541,PD325901,NCIH23,-15.30336986,0,0
7349,MK-4541,PD325901,OV90,-10.32708744,0,0
7350,MK-4541,PD325901,RPMI7951,-14.48418103,0,0
7352,MK-4541,PD325901,T47D,29.47471593,1,1
7354,MK-4541,PD325901,VCAP,28.38913282,1,1
7358,MK-4541,SN-38,CAOV3,-13.30267374,0,0
7363,MK-4541,SN-38,LOVO,-22.55975815,0,0
7365,MK-4541,SN-38,MSTO,20.2800693,1,1
7366,MK-4541,SN-38,NCIH1650,-14.41569713,0,0
7373,MK-4541,SN-38,SW837,-19.45240073,0,0
7374,MK-4541,SN-38,T47D,-14.14591222,0,0
7376,MK-4541,SN-38,VCAP,28.41869668,1,1
7388,MK-4541,SORAFENIB,SKOV3,22.30814886,1,1
7390,MK-4541,SORAFENIB,ZR751,-28.64290107,0,0
7399,MK-4541,SUNITINIB,SW837,-17.64643235,0,0
7400,MK-4541,SUNITINIB,T47D,40.42639192,1,1
7406,MK-4541,TEMOZOLOMIDE,CAOV3,-76.24592241,0,0
7408,MK-4541,TEMOZOLOMIDE,HCT116,-13.0870727,0,0
7409,MK-4541,TEMOZOLOMIDE,HT144,-38.14640254,0,0
7411,MK-4541,TEMOZOLOMIDE,KPL1,-12.13544383,0,0
7412,MK-4541,TEMOZOLOMIDE,LOVO,-25.83721348,0,0
7413,MK-4541,TEMOZOLOMIDE,MSTO,-52.30395806,0,0
7414,MK-4541,TEMOZOLOMIDE,NCIH1650,-31.78925685,0,0
7416,MK-4541,TEMOZOLOMIDE,NCIH23,-15.42192659,0,0
7417,MK-4541,TEMOZOLOMIDE,NCIH460,-11.95171647,0,0
7419,MK-4541,TEMOZOLOMIDE,OV90,-11.80664104,0,0
7423,MK-4541,TEMOZOLOMIDE,SKOV3,-18.15850524,0,0
7424,MK-4541,TEMOZOLOMIDE,SW837,-28.68353523,0,0
7425,MK-4541,TEMOZOLOMIDE,T47D,-106.2566397,0,0
7427,MK-4541,TEMOZOLOMIDE,ZR751,-102.1366254,0,0
7434,MK-4541,TOPOTECAN,KPL1,20.53731061,1,1
7435,MK-4541,TOPOTECAN,LNCAP,-141.5350423,0,0
7439,MK-4541,TOPOTECAN,NCIH460,-10.32833641,0,0
7443,MK-4541,TOPOTECAN,VCAP,54.93715218,1,1
7445,MK-4541,VINBLASTINE,A2058,33.85344713,1,1
7446,MK-4541,VINBLASTINE,A2780,-15.67595423,0,0
7447,MK-4541,VINBLASTINE,A375,-18.74375604,0,0
7448,MK-4541,VINBLASTINE,A427,-35.00450486,0,0
7449,MK-4541,VINBLASTINE,CAOV3,-61.97072364,0,0
7451,MK-4541,VINBLASTINE,HCT116,-26.4678392,0,0
7454,MK-4541,VINBLASTINE,KPL1,41.91425433,1,1
7457,MK-4541,VINBLASTINE,MDAMB436,-24.58798415,0,0
7458,MK-4541,VINBLASTINE,MSTO,-34.85469642,0,0
7459,MK-4541,VINBLASTINE,NCIH1650,-16.65592701,0,0
7460,MK-4541,VINBLASTINE,NCIH2122,-14.73960046,0,0
7461,MK-4541,VINBLASTINE,NCIH23,-36.76465236,0,0
7462,MK-4541,VINBLASTINE,NCIH460,-11.0591356,0,0
7463,MK-4541,VINBLASTINE,NCIH520,-21.04863761,0,0
7464,MK-4541,VINBLASTINE,OV90,-20.6522219,0,0
7465,MK-4541,VINBLASTINE,RPMI7951,-18.49715303,0,0
7467,MK-4541,VINBLASTINE,SKMES1,-10.54323827,0,0
7470,MK-4541,VINBLASTINE,T47D,-34.7084705,0,0
7471,MK-4541,VINBLASTINE,UACC62,-13.06306657,0,0
7473,MK-4541,VINBLASTINE,ZR751,-31.69281871,0,0
7474,MK-4541,VINORELBINE,A2058,-18.8844755,0,0
7475,MK-4541,VINORELBINE,A2780,-11.09076282,0,0
7476,MK-4541,VINORELBINE,A427,-30.87460459,0,0
7477,MK-4541,VINORELBINE,CAOV3,-49.62158208,0,0
7479,MK-4541,VINORELBINE,HCT116,-22.02198169,0,0
7480,MK-4541,VINORELBINE,HT144,-14.05754324,0,0
7481,MK-4541,VINORELBINE,HT29,-18.37192803,0,0
7484,MK-4541,VINORELBINE,MSTO,-31.26805768,0,0
7485,MK-4541,VINORELBINE,NCIH2122,-19.48779066,0,0
7486,MK-4541,VINORELBINE,NCIH23,-10.07199231,0,0
7488,MK-4541,VINORELBINE,OV90,23.6914835,1,1
7489,MK-4541,VINORELBINE,RKO,-11.04263592,0,0
7490,MK-4541,VINORELBINE,RPMI7951,-15.3226363,0,0
7492,MK-4541,VINORELBINE,SW837,-15.26961977,0,0
7494,MK-4541,VINORELBINE,UACC62,-16.30389212,0,0
7496,MK-4541,VINORELBINE,ZR751,-29.20033682,0,0
7500,MK-4541,ZOLINZA,A427,-16.52897251,0,0
7501,MK-4541,ZOLINZA,CAOV3,31.67795731,1,1
7504,MK-4541,ZOLINZA,HT29,21.73942206,1,1
7506,MK-4541,ZOLINZA,LNCAP,-49.74103375,0,0
7508,MK-4541,ZOLINZA,MSTO,-92.62813758,0,0
7510,MK-4541,ZOLINZA,NCIH2122,22.52459614,1,1
7513,MK-4541,ZOLINZA,RKO,21.8718258,1,1
7515,MK-4541,ZOLINZA,SKOV3,29.71242973,1,1
7516,MK-4541,ZOLINZA,SW837,23.4437746,1,1
7517,MK-4541,ZOLINZA,T47D,28.38441741,1,1
7518,MK-4541,ZOLINZA,VCAP,38.09223417,1,1
7519,MK-4541,ZOLINZA,ZR751,-27.19938225,0,0
7520,MK-4827,ABT-888,A2058,-21.70958503,0,0
7521,MK-4827,ABT-888,A2780,-15.06682657,0,0
7522,MK-4827,ABT-888,A375,-20.25680346,0,0
7524,MK-4827,ABT-888,CAOV3,-44.05137957,0,0
7527,MK-4827,ABT-888,HT144,-27.39012608,0,0
7529,MK-4827,ABT-888,LNCAP,-50.21620144,0,0
7530,MK-4827,ABT-888,LOVO,-10.49160317,0,0
7532,MK-4827,ABT-888,MSTO,-10.98094925,0,0
7533,MK-4827,ABT-888,NCIH1650,-15.65087664,0,0
7536,MK-4827,ABT-888,NCIH460,-13.33376737,0,0
7543,MK-4827,ABT-888,SW837,-60.44111464,0,0
7545,MK-4827,ABT-888,UACC62,-14.40390946,0,0
7547,MK-4827,ABT-888,ZR751,-18.81288319,0,0
7549,MK-4827,BEZ-235,A375,45.06314429,1,1
7553,MK-4827,BEZ-235,HT144,22.51423297,1,1
7556,MK-4827,BEZ-235,LNCAP,67.3045457,1,1
7558,MK-4827,BEZ-235,MDAMB436,22.99900699,1,1
7562,MK-4827,BEZ-235,NCIH460,31.66413676,1,1
7567,MK-4827,BEZ-235,SKMEL30,25.03969819,1,1
7570,MK-4827,BEZ-235,T47D,110.1087282,1,1
7572,MK-4827,BEZ-235,VCAP,21.14351696,1,1
7574,MK-4827,BORTEZOMIB,A2780,-10.3967464,0,0
7575,MK-4827,BORTEZOMIB,A375,-22.39011546,0,0
7577,MK-4827,BORTEZOMIB,CAOV3,-21.75172342,0,0
7578,MK-4827,BORTEZOMIB,ES2,-19.95916294,0,0
7579,MK-4827,BORTEZOMIB,HT144,-153.9406707,0,0
7580,MK-4827,BORTEZOMIB,HT29,-17.70952785,0,0
7581,MK-4827,BORTEZOMIB,LNCAP,-151.2309129,0,0
7583,MK-4827,BORTEZOMIB,MSTO,36.17946125,1,1
7584,MK-4827,BORTEZOMIB,NCIH1650,-20.68081601,0,0
7585,MK-4827,BORTEZOMIB,NCIH2122,21.45523131,1,1
7588,MK-4827,BORTEZOMIB,NCIH520,-32.43348826,0,0
7590,MK-4827,BORTEZOMIB,RPMI7951,-12.09441404,0,0
7592,MK-4827,BORTEZOMIB,SKMES1,-13.01422677,0,0
7593,MK-4827,BORTEZOMIB,SW837,-154.4375722,0,0
7594,MK-4827,BORTEZOMIB,T47D,-11.2295534,0,0
7598,MK-4827,DASATINIB,A2780,65.13695999,1,1
7599,MK-4827,DASATINIB,A375,31.83880147,1,1
7600,MK-4827,DASATINIB,A427,20.33774842,1,1
7603,MK-4827,DASATINIB,HT144,-38.13791476,0,0
7604,MK-4827,DASATINIB,HT29,26.43307598,1,1
7606,MK-4827,DASATINIB,LNCAP,23.45734726,1,1
7607,MK-4827,DASATINIB,LOVO,34.29853174,1,1
7608,MK-4827,DASATINIB,MDAMB436,28.89680491,1,1
7609,MK-4827,DASATINIB,MSTO,90.80406156,1,1
7610,MK-4827,DASATINIB,NCIH1650,30.81865626,1,1
7611,MK-4827,DASATINIB,NCIH2122,-48.85307597,0,0
7614,MK-4827,DASATINIB,NCIH520,55.17163732,1,1
7616,MK-4827,DASATINIB,RKO,23.7353556,1,1
7618,MK-4827,DASATINIB,SKMEL30,-23.27005194,0,0
7620,MK-4827,DASATINIB,SW620,37.05633783,1,1
7622,MK-4827,DASATINIB,T47D,-15.38395731,0,0
7623,MK-4827,DASATINIB,VCAP,29.84276493,1,1
7624,MK-4827,DASATINIB,ZR751,27.37080776,1,1
7626,MK-4827,DINACICLIB,A375,-12.75710589,0,0
7629,MK-4827,DINACICLIB,ES2,-18.76921564,0,0
7634,MK-4827,DINACICLIB,LOVO,-12.53597676,0,0
7637,MK-4827,DINACICLIB,NCIH23,-12.95214228,0,0
7639,MK-4827,DINACICLIB,NCIH520,-11.57183416,0,0
7640,MK-4827,DINACICLIB,OV90,-19.65876003,0,0
7644,MK-4827,DINACICLIB,SW837,-18.83432402,0,0
7645,MK-4827,DINACICLIB,T47D,-28.79779446,0,0
7652,MK-4827,ERLOTINIB,KPL1,23.50045577,1,1
7653,MK-4827,ERLOTINIB,LNCAP,-15.22697238,0,0
7656,MK-4827,ERLOTINIB,MSTO,33.17163046,1,1
7657,MK-4827,ERLOTINIB,NCIH2122,20.40126925,1,1
7659,MK-4827,ERLOTINIB,OV90,-10.55693101,0,0
7663,MK-4827,ERLOTINIB,SW837,25.48342696,1,1
7665,MK-4827,ERLOTINIB,ZR751,26.61921541,1,1
7666,MK-4827,GELDANAMYCIN,A2058,33.02572565,1,1
7667,MK-4827,GELDANAMYCIN,A375,-23.72864256,0,0
7668,MK-4827,GELDANAMYCIN,CAOV3,-11.24477168,0,0
7670,MK-4827,GELDANAMYCIN,HT144,-192.3795413,0,0
7672,MK-4827,GELDANAMYCIN,LNCAP,-146.8610115,0,0
7673,MK-4827,GELDANAMYCIN,LOVO,-17.26781172,0,0
7676,MK-4827,GELDANAMYCIN,NCIH23,-14.19073386,0,0
7681,MK-4827,GELDANAMYCIN,SW837,-159.2956556,0,0
7682,MK-4827,GELDANAMYCIN,T47D,-21.71288315,0,0
7683,MK-4827,GELDANAMYCIN,UACC62,-15.75738636,0,0
7685,MK-4827,GELDANAMYCIN,ZR751,-11.93602233,0,0
7686,MK-4827,MK-2206,A2058,49.61826057,1,1
7687,MK-4827,MK-2206,A2780,29.63735753,1,1
7688,MK-4827,MK-2206,A375,24.40509687,1,1
7689,MK-4827,MK-2206,A427,27.48962474,1,1
7694,MK-4827,MK-2206,HT29,24.44986167,1,1
7695,MK-4827,MK-2206,KPL1,45.91860721,1,1
7701,MK-4827,MK-2206,NCIH2122,58.42670092,1,1
7703,MK-4827,MK-2206,NCIH460,34.08631299,1,1
7706,MK-4827,MK-2206,RKO,69.39351261,1,1
7708,MK-4827,MK-2206,SKMES1,28.64125665,1,1
7710,MK-4827,MK-2206,SW620,36.54412001,1,1
7711,MK-4827,MK-2206,SW837,33.26789276,1,1
7714,MK-4827,MK-2206,VCAP,23.96500405,1,1
7715,MK-4827,MK-2206,ZR751,22.46510209,1,1
7717,MK-4827,MK-8669,A2780,21.78450235,1,1
7718,MK-4827,MK-8669,A375,43.98027013,1,1
7719,MK-4827,MK-8669,A427,33.2012221,1,1
7722,MK-4827,MK-8669,HT29,31.83647965,1,1
7723,MK-4827,MK-8669,KPL1,34.34160551,1,1
7724,MK-4827,MK-8669,LOVO,22.08557507,1,1
7727,MK-4827,MK-8669,NCIH1650,22.68902782,1,1
7728,MK-4827,MK-8669,NCIH2122,28.82946825,1,1
7732,MK-4827,MK-8669,RKO,33.37876583,1,1
7734,MK-4827,MK-8669,SKMEL30,23.87634707,1,1
7735,MK-4827,MK-8669,SKMES1,20.55776165,1,1
7736,MK-4827,MK-8669,SKOV3,22.84941187,1,1
7737,MK-4827,MK-8669,SW620,24.03651114,1,1
7739,MK-4827,MK-8669,T47D,34.45598785,1,1
7741,MK-4827,MK-8669,VCAP,34.69813515,1,1
7742,MK-4827,MK-8669,ZR751,25.74404286,1,1
7743,MK-4827,MK-8776,A2058,76.23093818,1,1
7744,MK-4827,MK-8776,A2058,76.23093818,1,1
7745,MK-4827,MK-8776,A2780,21.63069464,1,1
7746,MK-4827,MK-8776,A375,38.72630223,1,1
7747,MK-4827,MK-8776,A375,38.72630223,1,1
7749,MK-4827,MK-8776,CAOV3,22.37858557,1,1
7750,MK-4827,MK-8776,CAOV3,22.37858557,1,1
7751,MK-4827,MK-8776,ES2,-20.68245208,0,0
7752,MK-4827,MK-8776,ES2,-20.68245208,0,0
7755,MK-4827,MK-8776,HT144,21.76635089,1,1
7758,MK-4827,MK-8776,LNCAP,-12.09874647,0,0
7760,MK-4827,MK-8776,MDAMB436,25.65777401,1,1
7771,MK-4827,MK-8776,SKMEL30,23.4368935,1,1
7774,MK-4827,MK-8776,SW837,-11.45302592,0,0
7775,MK-4827,MK-8776,T47D,-14.81381286,0,0
7777,MK-4827,PD325901,A2780,34.58357927,1,1
7779,MK-4827,PD325901,A427,-10.84520718,0,0
7784,MK-4827,PD325901,LNCAP,-17.88288846,0,0
7786,MK-4827,PD325901,MDAMB436,21.41106634,1,1
7787,MK-4827,PD325901,NCIH1650,-10.39191062,0,0
7796,MK-4827,PD325901,SKMES1,-18.76747563,0,0
7799,MK-4827,PD325901,UACC62,-14.9478733,0,0
7800,MK-4827,PD325901,VCAP,23.94091103,1,1
7802,MK-4827,SN-38,A2058,27.9855866,1,1
7803,MK-4827,SN-38,A2058,27.9855866,1,1
7804,MK-4827,SN-38,A2780,31.23605097,1,1
7805,MK-4827,SN-38,A375,38.87869029,1,1
7806,MK-4827,SN-38,A375,38.87869029,1,1
7807,MK-4827,SN-38,A427,21.5344353,1,1
7808,MK-4827,SN-38,CAOV3,30.84307677,1,1
7809,MK-4827,SN-38,CAOV3,30.84307677,1,1
7810,MK-4827,SN-38,ES2,22.43505382,1,1
7811,MK-4827,SN-38,ES2,22.43505382,1,1
7812,MK-4827,SN-38,HCT116,35.10749753,1,1
7813,MK-4827,SN-38,HCT116,35.10749753,1,1
7819,MK-4827,SN-38,MDAMB436,20.44834523,1,1
7820,MK-4827,SN-38,MSTO,41.07253268,1,1
7821,MK-4827,SN-38,NCIH1650,26.60448212,1,1
7822,MK-4827,SN-38,NCIH1650,26.60448212,0,1
7823,MK-4827,SN-38,NCIH2122,30.11958858,1,1
7824,MK-4827,SN-38,NCIH2122,30.11958858,0,1
7825,MK-4827,SN-38,NCIH23,25.54370325,1,1
7826,MK-4827,SN-38,NCIH460,28.45804204,1,1
7829,MK-4827,SN-38,RKO,35.86583895,1,1
7830,MK-4827,SN-38,RPMI7951,32.00144019,1,1
7831,MK-4827,SN-38,SKMEL30,24.89226833,1,1
7832,MK-4827,SN-38,SKMES1,32.24493211,1,1
7833,MK-4827,SN-38,SKOV3,33.695974,1,1
7836,MK-4827,SN-38,T47D,20.50477411,1,1
7837,MK-4827,SN-38,UACC62,35.62825131,1,1
7838,MK-4827,SN-38,VCAP,38.2374649,1,1
7839,MK-4827,SN-38,ZR751,27.02525838,1,1
7840,MK-4827,SORAFENIB,A2058,-11.72755988,0,0
7841,MK-4827,SORAFENIB,CAOV3,-16.76167867,0,0
7843,MK-4827,SORAFENIB,LNCAP,-10.90478102,0,0
7855,MK-4827,SORAFENIB,ZR751,-20.49732089,0,0
7858,MK-4827,TOPOTECAN,HCT116,30.38325699,1,1
7862,MK-4827,TOPOTECAN,MSTO,32.98579469,1,1
7863,MK-4827,TOPOTECAN,NCIH1650,32.85264182,1,1
7867,MK-4827,TOPOTECAN,RKO,30.62674777,1,1
7870,MK-4827,TOPOTECAN,SKMES1,50.41670258,1,1
7871,MK-4827,TOPOTECAN,SKOV3,33.75560629,1,1
7874,MK-4827,TOPOTECAN,T47D,-15.72579511,0,0
7875,MK-4827,TOPOTECAN,VCAP,36.83249416,1,1
7883,MK-5108,ABT-888,LNCAP,-51.68081715,0,0
7888,MK-5108,ABT-888,RKO,32.22192775,1,1
7892,MK-5108,ABT-888,UACC62,21.40714705,1,1
7893,MK-5108,ABT-888,ZR751,-13.82285845,0,0
7900,MK-5108,BEZ-235,HCT116,29.70547002,1,1
7901,MK-5108,BEZ-235,HT29,25.98375503,1,1
7902,MK-5108,BEZ-235,KPL1,23.39201274,1,1
7903,MK-5108,BEZ-235,LNCAP,-60.32380102,0,0
7904,MK-5108,BEZ-235,LOVO,22.5055494,1,1
7905,MK-5108,BEZ-235,MDAMB436,24.63031407,1,1
7912,MK-5108,BEZ-235,SKMEL30,27.04581675,1,1
7916,MK-5108,BEZ-235,SW837,28.49512573,1,1
7917,MK-5108,BEZ-235,T47D,114.567378,1,1
7918,MK-5108,BEZ-235,UACC62,21.26410648,1,1
7922,MK-5108,BORTEZOMIB,A2780,-12.50471573,0,0
7924,MK-5108,BORTEZOMIB,CAOV3,-22.20998765,0,0
7927,MK-5108,BORTEZOMIB,HT144,-18.6569206,0,0
7928,MK-5108,BORTEZOMIB,HT29,-11.64902318,0,0
7930,MK-5108,BORTEZOMIB,LNCAP,-169.1358709,0,0
7933,MK-5108,BORTEZOMIB,MSTO,64.70115627,1,1
7934,MK-5108,BORTEZOMIB,NCIH1650,-16.54932006,0,0
7935,MK-5108,BORTEZOMIB,NCIH2122,-27.80835809,0,0
7937,MK-5108,BORTEZOMIB,NCIH460,-29.3281424,0,0
7938,MK-5108,BORTEZOMIB,NCIH520,-28.45266802,0,0
7942,MK-5108,BORTEZOMIB,SKMES1,-21.71603783,0,0
7947,MK-5108,BORTEZOMIB,UACC62,-16.92233875,0,0
7948,MK-5108,BORTEZOMIB,VCAP,-12.77397782,0,0
7949,MK-5108,BORTEZOMIB,ZR751,-28.80172155,0,0
7950,MK-5108,DASATINIB,A2058,31.7288986,1,1
7951,MK-5108,DASATINIB,A2780,62.05053129,1,1
7953,MK-5108,DASATINIB,A427,43.50856947,1,1
7955,MK-5108,DASATINIB,HCT116,20.97294145,1,1
7956,MK-5108,DASATINIB,HT144,-34.64473664,0,0
7957,MK-5108,DASATINIB,HT29,23.68657819,1,1
7959,MK-5108,DASATINIB,LOVO,42.36548126,1,1
7961,MK-5108,DASATINIB,MSTO,90.51750612,1,1
7962,MK-5108,DASATINIB,NCIH1650,30.63154386,1,1
7963,MK-5108,DASATINIB,NCIH2122,-63.79162144,0,0
7965,MK-5108,DASATINIB,NCIH520,40.76851974,1,1
7968,MK-5108,DASATINIB,SKMEL30,-12.24510781,0,0
7970,MK-5108,DASATINIB,SW620,24.55421762,1,1
7973,MK-5108,DASATINIB,UACC62,25.70363031,1,1
7974,MK-5108,DASATINIB,VCAP,27.95203801,1,1
7978,MK-5108,DINACICLIB,CAOV3,-11.4823232,0,0
7982,MK-5108,DINACICLIB,LNCAP,-87.07463478,0,0
7987,MK-5108,DINACICLIB,NCIH2122,-13.31410733,0,0
7990,MK-5108,DINACICLIB,NCIH520,-18.26637956,0,0
7993,MK-5108,DINACICLIB,SKMES1,-14.07871494,0,0
7995,MK-5108,DINACICLIB,T47D,-12.40801934,0,0
7996,MK-5108,DINACICLIB,VCAP,-21.43257341,0,0
7997,MK-5108,DINACICLIB,ZR751,-17.72158876,0,0
8005,MK-5108,ERLOTINIB,LNCAP,-12.05321803,0,0
8006,MK-5108,ERLOTINIB,LOVO,24.63964295,1,1
8008,MK-5108,ERLOTINIB,MSTO,36.21998274,1,1
8018,MK-5108,ERLOTINIB,SW837,25.84136336,1,1
8019,MK-5108,ERLOTINIB,T47D,37.66636466,1,1
8020,MK-5108,ERLOTINIB,UACC62,31.40755313,1,1
8021,MK-5108,ERLOTINIB,VCAP,25.87509492,1,1
8022,MK-5108,ERLOTINIB,ZR751,28.68567442,1,1
8023,MK-5108,GELDANAMYCIN,A2058,-11.07479595,0,0
8026,MK-5108,GELDANAMYCIN,CAOV3,-15.45702269,0,0
8030,MK-5108,GELDANAMYCIN,LNCAP,-126.1315601,0,0
8034,MK-5108,GELDANAMYCIN,NCIH2122,-16.17185397,0,0
8037,MK-5108,GELDANAMYCIN,RKO,20.34957302,1,1
8040,MK-5108,GELDANAMYCIN,T47D,44.78143317,1,1
8043,MK-5108,GELDANAMYCIN,ZR751,-23.11928787,0,0
8044,MK-5108,MK-2206,A2780,22.87288173,1,1
8045,MK-5108,MK-2206,CAOV3,39.86931558,1,1
8048,MK-5108,MK-2206,KPL1,38.0653465,1,1
8051,MK-5108,MK-2206,MSTO,65.69614413,1,1
8055,MK-5108,MK-2206,SKOV3,20.03864114,1,1
8057,MK-5108,MK-2206,T47D,-10.81630074,0,0
8060,MK-5108,MK-2206,ZR751,21.8990748,1,1
8061,MK-5108,MK-4827,A2058,29.71889812,1,1
8065,MK-5108,MK-4827,CAOV3,-16.44230102,0,0
8069,MK-5108,MK-4827,HT29,20.01385848,1,1
8071,MK-5108,MK-4827,LNCAP,-22.64114223,0,0
8072,MK-5108,MK-4827,MDAMB436,20.27148875,1,1
8073,MK-5108,MK-4827,NCIH2122,26.35883469,1,1
8076,MK-5108,MK-4827,NCIH520,-12.60974674,0,0
8077,MK-5108,MK-4827,RKO,48.30471226,1,1
8081,MK-5108,MK-4827,SW620,21.13464294,1,1
8086,MK-5108,MK-8669,A2780,49.68135611,1,1
8087,MK-5108,MK-8669,A375,24.16971411,1,1
8088,MK-5108,MK-8669,A427,20.57500865,1,1
8089,MK-5108,MK-8669,CAOV3,35.00406323,1,1
8091,MK-5108,MK-8669,KPL1,28.98951479,1,1
8094,MK-5108,MK-8669,MSTO,26.77965278,1,1
8095,MK-5108,MK-8669,NCIH1650,23.75960104,1,1
8098,MK-5108,MK-8669,NCIH460,-10.61530885,0,0
8101,MK-5108,MK-8669,RPMI7951,25.76183713,1,1
8102,MK-5108,MK-8669,SKMEL30,29.02456041,1,1
8104,MK-5108,MK-8669,SKOV3,28.44464402,1,1
8106,MK-5108,MK-8669,SW837,27.76140018,1,1
8107,MK-5108,MK-8669,T47D,35.58025624,1,1
8108,MK-5108,MK-8669,UACC62,24.36393983,1,1
8109,MK-5108,MK-8669,VCAP,20.43438876,1,1
8116,MK-5108,MK-8776,LNCAP,-84.97298671,0,0
8117,MK-5108,MK-8776,MSTO,-17.04799999,0,0
8119,MK-5108,MK-8776,NCIH2122,-17.11363575,0,0
8121,MK-5108,MK-8776,NCIH460,-10.55445105,0,0
8122,MK-5108,MK-8776,NCIH520,-12.58569527,0,0
8126,MK-5108,MK-8776,SKMEL30,26.77067277,1,1
8128,MK-5108,MK-8776,SKOV3,20.12986518,1,1
8134,MK-5108,PD325901,A2780,24.75633648,1,1
8137,MK-5108,PD325901,HCT116,40.87877443,1,1
8139,MK-5108,PD325901,LNCAP,-86.71063539,0,0
8142,MK-5108,PD325901,NCIH2122,-10.1646911,0,0
8143,MK-5108,PD325901,NCIH23,21.12881206,1,1
8145,MK-5108,PD325901,NCIH520,-10.06844079,0,0
8149,MK-5108,PD325901,SKOV3,22.39965088,1,1
8152,MK-5108,PD325901,T47D,25.57999248,1,1
8154,MK-5108,PD325901,ZR751,-18.51008646,0,0
8157,MK-5108,SN-38,CAOV3,-20.33650068,0,0
8160,MK-5108,SN-38,LNCAP,-13.02700325,0,0
8163,MK-5108,SN-38,NCIH2122,-115.0417586,0,0
8165,MK-5108,SN-38,NCIH460,-11.70061119,0,0
8166,MK-5108,SN-38,NCIH520,-17.89989057,0,0
8177,MK-5108,SORAFENIB,CAOV3,-16.3547382,0,0
8183,MK-5108,SORAFENIB,NCIH2122,-10.33994055,0,0
8193,MK-5108,TOPOTECAN,A427,-18.63846458,0,0
8194,MK-5108,TOPOTECAN,ES2,25.58294626,1,1
8195,MK-5108,TOPOTECAN,HCT116,23.69062079,1,1
8198,MK-5108,TOPOTECAN,LNCAP,-125.2246186,0,0
8200,MK-5108,TOPOTECAN,MSTO,24.29142696,1,1
8201,MK-5108,TOPOTECAN,NCIH2122,-12.8758394,0,0
8203,MK-5108,TOPOTECAN,NCIH460,-11.42581725,0,0
8205,MK-5108,TOPOTECAN,RKO,23.45529874,1,1
8209,MK-5108,TOPOTECAN,SKOV3,25.62696461,1,1
8212,MK-8669,BEZ-235,A2058,86.59857058,1,1
8213,MK-8669,BEZ-235,A2780,72.08907467,1,1
8214,MK-8669,BEZ-235,A375,69.91835046,1,1
8215,MK-8669,BEZ-235,A427,60.80700067,1,1
8216,MK-8669,BEZ-235,CAOV3,75.9558035,1,1
8217,MK-8669,BEZ-235,ES2,84.57574208,1,1
8218,MK-8669,BEZ-235,HCT116,40.8803063,1,1
8219,MK-8669,BEZ-235,HT144,93.01822106,1,1
8220,MK-8669,BEZ-235,HT29,52.84762555,1,1
8221,MK-8669,BEZ-235,KPL1,65.72843906,1,1
8222,MK-8669,BEZ-235,LNCAP,139.6131195,1,1
8223,MK-8669,BEZ-235,LOVO,56.87485083,1,1
8224,MK-8669,BEZ-235,MDAMB436,37.14062847,1,1
8225,MK-8669,BEZ-235,MSTO,155.2523888,1,1
8226,MK-8669,BEZ-235,NCIH1650,80.70328515,1,1
8227,MK-8669,BEZ-235,NCIH2122,107.4570426,1,1
8228,MK-8669,BEZ-235,NCIH23,64.79024972,1,1
8229,MK-8669,BEZ-235,NCIH460,75.05127147,1,1
8230,MK-8669,BEZ-235,NCIH520,77.37379228,1,1
8231,MK-8669,BEZ-235,OV90,63.57179273,1,1
8232,MK-8669,BEZ-235,RKO,44.35690404,1,1
8233,MK-8669,BEZ-235,RPMI7951,75.29882288,1,1
8234,MK-8669,BEZ-235,SKMEL30,121.0564092,1,1
8235,MK-8669,BEZ-235,SKMES1,90.84458241,1,1
8236,MK-8669,BEZ-235,SKOV3,67.99989156,1,1
8237,MK-8669,BEZ-235,SW620,82.79496881,1,1
8238,MK-8669,BEZ-235,SW837,101.5509715,1,1
8239,MK-8669,BEZ-235,T47D,179.1233246,1,1
8240,MK-8669,BEZ-235,UACC62,102.4787821,1,1
8241,MK-8669,BEZ-235,VCAP,88.20447518,1,1
8242,MK-8669,BEZ-235,ZR751,63.90878282,1,1
8244,MK-8669,DINACICLIB,A2780,31.92794058,1,1
8251,MK-8669,DINACICLIB,KPL1,21.62429127,1,1
8252,MK-8669,DINACICLIB,LNCAP,33.37503452,1,1
8255,MK-8669,DINACICLIB,NCIH1650,23.35658885,1,1
8259,MK-8669,DINACICLIB,RKO,26.28722054,1,1
8260,MK-8669,DINACICLIB,RPMI7951,23.62393784,1,1
8265,MK-8669,DINACICLIB,T47D,22.72587666,1,1
8267,MK-8669,DINACICLIB,VCAP,25.02618436,1,1
8269,MK-8669,GELDANAMYCIN,A2058,20.58591637,1,1
8272,MK-8669,GELDANAMYCIN,A427,23.35177525,1,1
8273,MK-8669,GELDANAMYCIN,ES2,21.90875084,1,1
8274,MK-8669,GELDANAMYCIN,HT144,25.17810212,1,1
8276,MK-8669,GELDANAMYCIN,KPL1,40.09982029,1,1
8277,MK-8669,GELDANAMYCIN,LNCAP,46.33929327,1,1
8278,MK-8669,GELDANAMYCIN,MDAMB436,20.40545613,1,1
8279,MK-8669,GELDANAMYCIN,MSTO,58.24143384,1,1
8282,MK-8669,GELDANAMYCIN,RKO,22.96534037,1,1
